Spike Factor,Spike Duration,Iteration,Grad (mean),Exp Avg (mean),Exp Avg Sq (mean),Denom (mean),Norm Grad (mean)
1e-05,1,17,6.900590130105359e-05,2.466669374563506e-05,5.507359519656276e-09,7.366530020132285e-05,0.23333691661101288
1e-05,1,18,0.00013955151666931532,3.6155176038003085e-05,5.833175668961409e-09,7.582592984938473e-05,0.37265877365115396
1e-05,1,19,7.113749265676963e-05,3.965340769987974e-05,6.1329257398587216e-09,7.779710269940341e-05,0.4478826783220551
1e-05,1,20,-9.438838044620433e-05,2.624922888527133e-05,6.359469623539456e-09,7.926111842138865e-05,0.274183088247264
1e-05,1,21,-0.00011039373659017716,1.2584932337726486e-05,6.7473113733729436e-09,8.174401536687086e-05,0.10793040314106905
1e-05,1,22,0.0001952793781997716,3.0854376923931e-05,7.097279565592539e-09,8.390264901887339e-05,0.31373244961839414
1e-05,1,23,-0.00015839618163937899,1.1929321067599989e-05,7.531047180226117e-09,8.64417864895042e-05,0.09796614615713084
1e-05,1,24,-0.0002528864159756502,-1.4552252636725022e-05,7.879055565997628e-09,8.837566223862175e-05,-0.1815270264433958
1e-05,1,25,-0.00021315275403564364,-3.4412302776616884e-05,8.415040121498633e-09,9.142918908931454e-05,-0.38528572465069566
1e-05,1,26,-5.161105981241609e-05,-3.613217848019681e-05,8.603705329997234e-09,9.24504053939195e-05,-0.39855290747882655
1e-05,1,27,0.00012108388224611897,-2.0410572407565224e-05,8.869259216454715e-09,9.390766332311327e-05,-0.23387211828589383
1e-05,1,28,-7.765089324966287e-05,-2.6134604491775e-05,9.175013322729746e-09,9.548042977894537e-05,-0.27636102226789544
1e-05,1,29,0.000185765629456844,-4.944581096913103e-06,9.608331906113339e-09,9.770500683444662e-05,-0.06748406999267077
1e-05,1,30,3.373344896722818e-05,-1.0767780904989748e-06,9.956475712807655e-09,9.94898678838237e-05,-0.0057981830190740255
1e-05,1,31,3.91582437848034e-05,2.946724097031269e-06,1.022475439346816e-08,0.00010085690522329423,0.03612892305182347
1e-05,1,32,-4.435008884178959e-05,-1.782957196850825e-06,1.0508131769969578e-08,0.00010226801198271802,0.007320193528711744
1e-05,1,33,-4.155304079155859e-05,-5.7599655563216005e-06,1.0811711365382837e-08,0.00010370962332675916,-0.0437896038548182
1e-05,1,34,-5.694296162769664e-05,-1.0878265163459107e-05,1.1150454124079398e-08,0.00010532332541767156,-0.09375729947857844
1e-05,1,35,-0.0001914269209087937,-2.893313073799255e-05,1.1565625861290823e-08,0.00010727397482023047,-0.25309411773746265
1e-05,1,36,2.778546814213195e-05,-2.3261270849980105e-05,1.1823566121140016e-08,0.00010848042413253196,-0.1991352026838433
1e-05,1,37,-2.8754749776545872e-05,-2.3810618742636676e-05,1.2055337816001273e-08,0.00010956872935439951,-0.19248547222359896
1e-05,1,38,-9.33659940501221e-05,-3.0766156273385206e-05,1.229761093818508e-08,0.00011064813066808261,-0.24124898004857673
1e-05,1,39,-2.8526072448328875e-06,-2.7974801370529983e-05,1.2536508328779323e-08,0.00011172107466721971,-0.2151744709555913
1e-05,1,40,-2.7986820817236086e-05,-2.7976003315200597e-05,1.2859208153037567e-08,0.000113137707474976,-0.2007290190211449
1e-05,1,41,-0.00016476503723720425,-4.1654906707400965e-05,1.3207277520652243e-08,0.00011466673359199981,-0.31547963627676967
1e-05,1,42,8.248374642269769e-05,-2.92410413943911e-05,1.344670464374248e-08,0.00011575088854019007,-0.20561580767077395
1e-05,1,43,8.409381110244263e-05,-1.7907556144707726e-05,1.3789108499824206e-08,0.000117200172618218,-0.10753416697587417
1e-05,1,44,-1.3038541527769315e-05,-1.7420654683013872e-05,1.3946254153455359e-08,0.00011788382087436838,-0.1161889049089325
1e-05,1,45,7.950319519146797e-05,-7.7282696955657e-06,1.4210905306442571e-08,0.00011903528292505016,-0.03536283015567909
1e-05,1,46,5.1155465067111206e-05,-1.839896219298014e-06,1.4434246784738241e-08,0.00011998328486291646,-0.0004509687132930318
1e-05,1,47,-5.542415782665044e-05,-7.1983223800332465e-06,1.4665557741579445e-08,0.0001209149655753954,-0.0487228232921417
1e-05,1,48,0.0001846066367178516,1.1982173529755235e-05,1.50369824361426e-08,0.0001223919653853284,0.1176957613800004
1e-05,1,49,0.00020571890413737868,3.135584659051758e-05,1.542133132327266e-08,0.00012392564220315287,0.2787549833752773
1e-05,2,0,9.999825249838633e-06,9.999825249838632e-07,9.99965052863152e-14,3.262222399315241e-07,3.0653413608980324
1e-05,2,1,1.9999825249838635e-05,2.89996679746934e-06,4.99889519064117e-13,7.170286547220884e-07,4.044422462182708
1e-05,2,2,-2.1651955685987853e-05,4.4477454912362135e-07,2.3958597159755794e-10,1.2538914955573512e-05,0.38002995409095275
1e-05,2,3,-7.42734544163358e-05,-7.027048347422321e-06,6.351817519807371e-10,2.3850939038042586e-05,0.059222811270983666
1e-05,2,4,4.197565766890315e-06,-5.90458693599106e-06,1.1277026047696764e-09,3.257899036833876e-05,-0.09005059092313883
1e-05,2,5,-0.000211427584145539,-2.645688665694585e-05,1.453667086993787e-09,3.70662328619607e-05,-0.4718673748858655
1e-05,2,6,7.298310968577444e-05,-1.651288702267382e-05,1.7371486246269222e-09,4.086597447791677e-05,-0.29291633772048875
1e-05,2,7,-5.267548314875635e-05,-2.0129146635282072e-05,1.898796932806351e-09,4.271362256078893e-05,-0.3613323675934761
1e-05,2,8,-0.0001674600586864827,-3.486223784040214e-05,2.1352565631550516e-09,4.5290900389109674e-05,-0.5839901596147963
1e-05,2,9,-5.233122428426756e-05,-3.660913648478867e-05,2.520396670672997e-09,4.907971902922132e-05,-0.5924546574080152
1e-05,2,10,0.00018979230235710982,-1.3968992600598831e-05,2.860552816330878e-09,5.261194323274927e-05,-0.22853331205852417
1e-05,2,11,-4.970345462044109e-05,-1.7542438802583058e-05,3.0660154854590937e-09,5.442852045646954e-05,-0.25605694326505896
1e-05,2,12,5.9419299596665966e-05,-9.846264962658158e-06,3.490518877323741e-09,5.836469982401299e-05,-0.15262270713702047
1e-05,2,13,-9.498838666757497e-05,-1.8360477133149837e-05,3.815960735957541e-09,6.102661135470217e-05,-0.2550870124295932
1e-05,2,14,-0.00011669662780938196,-2.8194092200773053e-05,4.0227169266319845e-09,6.263808312938485e-05,-0.4053600288201945
1e-05,2,15,0.00019375366044958712,-5.999316935737034e-06,4.391228684296543e-09,6.540913513745176e-05,0.013118398910618431
1e-05,2,16,-0.00011958835154639812,-1.7358220396803135e-05,4.733550754873835e-09,6.805858782098995e-05,-0.2310658081746657
1e-05,2,17,-0.00036656874092470153,-5.227927244959297e-05,5.094911690160366e-09,7.070767299378039e-05,-0.7553542797439263
1e-05,2,18,0.00019349930808908866,-2.770141439572481e-05,5.412426146909922e-09,7.28004273671026e-05,-0.4189780471860105
1e-05,2,19,8.613804835254412e-06,-2.4069892472626884e-05,5.760101379727626e-09,7.512110497451404e-05,-0.3786019290134589
1e-05,2,20,9.70118969664318e-05,-1.1961713528721028e-05,5.923584011057105e-09,7.62817283895694e-05,-0.18825503343363587
1e-05,2,21,0.0001255602042257545,1.7904782467265257e-06,6.280552272022613e-09,7.866799738100083e-05,-0.030727495779662953
1e-05,2,22,-1.1647588064272115e-05,4.4667161562665906e-07,6.557315904644029e-09,8.040001110689956e-05,-0.030145677034247226
1e-05,2,23,-2.8184544480671392e-05,-2.4164499940031494e-06,6.895979273688605e-09,8.251808326803987e-05,-0.05554325258641829
1e-05,2,24,0.00016195929522781305,1.4021124528178471e-05,7.157725334434655e-09,8.407047482787794e-05,0.1299370928762984
1e-05,2,25,0.0002275655125134556,3.5375563326706184e-05,7.580572365398647e-09,8.659730057861439e-05,0.38283846889831064
1e-05,2,26,0.000186964303278322,5.0534437321867766e-05,7.93526499690331e-09,8.866376275393463e-05,0.5599291056773483
1e-05,2,27,-4.1731002243610616e-05,4.130789336531993e-05,8.316122223366266e-09,9.073699169569641e-05,0.4421259389763347
1e-05,2,28,1.9182162466475678e-05,3.9095320275435504e-05,8.581145264434517e-09,9.226906251743144e-05,0.4284134730644565
1e-05,2,29,-3.0495747735537833e-05,3.2136213474338174e-05,8.90374988014547e-09,9.39966372733772e-05,0.3184697331203062
1e-05,2,30,-0.00024086493008867565,4.836099118036799e-06,9.148030647077085e-09,9.527926994987764e-05,0.04334241186238457
1e-05,2,31,-4.6427592783944335e-05,-2.90270072161316e-07,9.32296569777051e-09,9.621237993714355e-05,-0.008370221979782363
1e-05,2,32,4.139405413132704e-05,3.8781623481875185e-06,9.640902412144251e-09,9.785494644843688e-05,0.055512324351223
1e-05,2,33,5.802429834157815e-05,9.292775947526578e-06,1.014587945763061e-08,0.00010042631153195491,0.10819745400586583
1e-05,2,34,-8.485920302506411e-05,-1.2242194973249184e-07,1.0476084003911126e-08,0.00010208514869056187,0.014699832417008188
1e-05,2,35,7.571234284685203e-05,7.461054529925963e-06,1.0621624911406042e-08,0.00010276893747151745,0.08427226827814477
1e-05,2,36,-0.00011996571475535592,-5.2816223986022215e-06,1.096699049359029e-08,0.00010441224684671657,-0.03461813008537107
1e-05,2,37,0.00024650058392401935,1.9896598233659937e-05,1.113639343345416e-08,0.00010520257718207064,0.1936800628795729
1e-05,2,38,-0.00024126920121844803,-6.21998171155086e-06,1.1575306699767936e-08,0.0001072345655927508,-0.060438871954073145
1e-05,2,39,-4.598329633736144e-05,-1.0196313174131912e-05,1.1753833331696814e-08,0.00010801825686087427,-0.10001228999568414
1e-05,2,40,-5.131587462115455e-05,-1.4308269318834177e-05,1.1975792259456789e-08,0.00010900753386903979,-0.14480554565544937
1e-05,2,41,-0.00021680853246453747,-3.45582956334045e-05,1.2340271169985897e-08,0.00011060927415472435,-0.3132619809847386
1e-05,2,42,-6.186932522586437e-05,-3.7289398592650485e-05,1.2529916698458377e-08,0.00011145507137605418,-0.3380344548711941
1e-05,2,43,6.608346701533324e-05,-2.695211203185212e-05,1.2815462929660799e-08,0.00011268456211569384,-0.24266896070472227
1e-05,2,44,7.848343955001286e-05,-1.6408556873665625e-05,1.3233072160495776e-08,0.00011452394530274892,-0.1515004696228402
1e-05,2,45,-0.00014370913384401145,-2.9138614570700202e-05,1.352962922013637e-08,0.00011580467102175501,-0.2558507061789348
1e-05,2,46,0.00017803039136138148,-8.421713977492044e-06,1.3764081542258359e-08,0.00011679459338847652,-0.07729660504676777
1e-05,2,47,-0.00011045836040257479,-1.8625378620000314e-05,1.4091454210435551e-08,0.00011816681857055014,-0.14382534085979115
1e-05,2,48,-3.920739892769153e-05,-2.0683580650769435e-05,1.4375921703263028e-08,0.00011936013560584397,-0.15953587670951813
1e-05,2,49,0.00020307907269482433,1.6926846837899433e-06,1.4778822823099713e-08,0.00012107686656485217,0.04200934527235525
1e-05,5,0,9.99955560872192e-06,9.999555608721918e-07,9.999111269420666e-14,3.2621371313072765e-07,3.065338827052015
1e-05,5,1,1.9999555608721923e-05,2.899915565657164e-06,4.998733464501579e-13,7.170172175204202e-07,4.044415523707886
1e-05,5,2,2.9999555608721922e-05,5.60987956996364e-06,1.399346810146792e-12,1.1929399009750287e-06,4.7025667973143515
1e-05,5,3,3.999955560872192e-05,9.048847173839468e-06,2.9979119125541686e-12,1.7414479234101495e-06,5.196162946778738
1e-05,5,4,4.999955560872192e-05,1.3143918017327711e-05,5.4948695620335765e-12,2.3541138113831963e-06,5.58338256770333
1e-05,5,5,-6.366057217996386e-05,5.463468997598556e-06,4.1686913831876153e-10,1.8232481678793332e-05,0.18869134515800412
1e-05,5,6,0.0002530500541770279,3.022212751554149e-05,6.277947044559336e-10,2.3369123452756772e-05,1.0699900788316086
1e-05,5,7,2.990124759847567e-05,3.0190039523834903e-05,1.0429700805618431e-09,3.158051593226756e-05,0.8694464010018436
1e-05,5,8,0.0001345804810732732,4.0629083678778736e-05,1.4749567099417029e-09,3.775384897052221e-05,0.9749334415164291
1e-05,5,9,-7.336231795540439e-05,2.9229943515360426e-05,1.7902320911208483e-09,4.138222106658098e-05,0.45617670943876093
1e-05,5,10,5.270243902166921e-05,3.15771930659913e-05,2.0670474350469393e-09,4.4389609631772104e-05,0.5179089436684075
1e-05,5,11,-0.00018675107333296728,9.74436642609545e-06,2.3894077819929e-09,4.8144533384859174e-05,0.13713497595240326
1e-05,5,12,1.953417250442867e-05,1.0723347033928773e-05,2.710773971844731e-09,5.152827174907875e-05,0.22489132417709357
1e-05,5,13,-0.0002376884245528132,-1.4117830124745423e-05,3.048456388725328e-09,5.47379148329441e-05,-0.2566945373740803
1e-05,5,14,-0.00010038267081734003,-2.2744314194004884e-05,3.4173647287581158e-09,5.8092719424039966e-05,-0.32096714428696915
1e-05,5,15,-2.369748229211983e-05,-2.283963100381637e-05,3.722125153359816e-09,6.0719646917303254e-05,-0.34347642566049996
1e-05,5,16,-0.0001248656916774125,-3.304223707117598e-05,4.077360436769472e-09,6.359942096696985e-05,-0.46591309347324367
1e-05,5,17,4.2558163815840465e-05,-2.548219698247434e-05,4.275433918864226e-09,6.51624130570909e-05,-0.3528178371575204
1e-05,5,18,0.00024027402439248097,1.093425155021182e-06,4.662224812070775e-09,6.805114204644156e-05,0.018389054583226344
1e-05,5,19,1.0583494650358898e-05,2.0424321045549554e-06,4.949280195615068e-09,7.01660520644236e-05,0.026509540147210908
1e-05,5,20,0.00017432372745155095,1.9270561639254547e-05,5.396410319462404e-09,7.326571993882034e-05,0.2638975808419043
1e-05,5,21,3.2953089288681295e-05,2.0638814404197226e-05,5.663877314877008e-09,7.508675697567757e-05,0.28173996547468444
1e-05,5,22,-0.00019418768338676744,-8.438353748992416e-07,6.004794785319957e-09,7.736552545331889e-05,-0.0250003436896393
1e-05,5,23,-6.673354238804436e-05,-7.432806076213755e-06,6.3651567959153025e-09,7.958859125920667e-05,-0.11463376393005884
1e-05,5,24,-8.825145785127938e-06,-7.572040047105175e-06,6.734851079792457e-09,8.182716535164706e-05,-0.11118272431874382
1e-05,5,25,0.00013786079403851876,6.9712433614572135e-06,7.102974373634696e-09,8.40515179476278e-05,0.06758928462590323
1e-05,5,26,0.00025032986031137323,3.1307105056448814e-05,7.3802296097960015e-09,8.565893293629514e-05,0.35077628168805675
1e-05,5,27,0.0001532004373677988,4.34964382875838e-05,7.589347074342256e-09,8.689516467141306e-05,0.49458661322776576
1e-05,5,28,7.979722962149622e-05,4.7126517420975046e-05,7.848911618151093e-09,8.840361302185913e-05,0.5454028037503168
1e-05,5,29,-0.0001103051249469996,3.1383353184177584e-05,8.420248291728344e-09,9.155636739848207e-05,0.3637157265069794
1e-05,5,30,0.0002989024502736677,5.813526289312659e-05,8.789896353507089e-09,9.356370587327739e-05,0.6432485431477115
1e-05,5,31,-6.382641079337006e-05,4.593909552447693e-05,9.069591591197607e-09,9.502670051118863e-05,0.5125006623952475
1e-05,5,32,-0.00010229231657313467,3.1115954314715775e-05,9.307098174400904e-09,9.626799531938291e-05,0.3396652342107742
1e-05,5,33,-8.19536718387696e-05,1.9808991699367235e-05,9.595778951150061e-09,9.776878624312578e-05,0.22427434736915247
1e-05,5,34,5.515265135882201e-05,2.3343357665312714e-05,9.871497362792598e-09,9.915859198778918e-05,0.2583532352791438
1e-05,5,35,-6.722421760968761e-05,1.4286600137812674e-05,1.0122306440845318e-08,0.00010040191046516541,0.15354374121244407
1e-05,5,36,8.979818642233349e-05,2.1837758766264762e-05,1.0442500320867885e-08,0.00010196271553871095,0.22706440024430047
1e-05,5,37,-1.0569180736863233e-05,1.8597064815951968e-05,1.0773053277254084e-08,0.00010359884350803745,0.20011586540549733
1e-05,5,38,0.00010524772772214482,2.7262131106571242e-05,1.0965300012916239e-08,0.00010456187855042889,0.2906497178594542
1e-05,5,39,0.00019797670688100644,4.433358868401477e-05,1.1315306332158937e-08,0.00010622371788931035,0.45166786717134705
1e-05,5,40,-0.00018752912575121443,2.1147317240491854e-05,1.1727463702986435e-08,0.0001081451583607655,0.22692330392753018
1e-05,5,41,0.00014493529345779518,3.352611486222218e-05,1.2090986554888213e-08,0.00010982132830837115,0.3160206354365558
1e-05,5,42,-3.885577667190535e-05,2.6287925708809433e-05,1.2407430202608535e-08,0.00011124296206790355,0.24676949556315791
1e-05,5,43,-5.547020725187176e-05,1.8112112412741315e-05,1.2686304323114938e-08,0.00011246722021978966,0.16678484654979656
1e-05,5,44,-8.101899717449824e-05,8.199001454017361e-06,1.3026723131886298e-08,0.00011398418213907619,0.07274057916782012
1e-05,5,45,-7.623595904348402e-05,-2.444945957327842e-07,1.3374591419966282e-08,0.00011550676421453536,-0.0006940593790114857
1e-05,5,46,-0.00022139938905567738,-2.235998404172724e-05,1.3742449122455119e-08,0.00011709954607403984,-0.19646989548746244
1e-05,5,47,0.00019072018258416943,-1.0519673791375706e-06,1.4152539002474069e-08,0.00011884135999389533,-0.005148295614952614
1e-05,5,48,2.073425002591006e-05,1.126654361367191e-06,1.4596147799580373e-08,0.00012070482097807203,0.008668237169532661
1e-05,5,49,9.544687702195889e-05,1.055867662742635e-05,1.4911195367210342e-08,0.000122002427915092,0.08043842147553093
1e-05,10,0,1.000010298392335e-05,1.0000102983923347e-06,1.0000205996310458e-13,3.262310226544397e-07,3.0653439705829886
1e-05,10,1,2.000010298392335e-05,2.9000195669454355e-06,4.999061775447133e-13,7.170404352310313e-07,4.044429608369254
1e-05,10,2,3.0000102983923348e-05,5.610027908643226e-06,1.399412450687208e-12,1.1929676453661748e-06,4.702581775837842
1e-05,10,3,4.000010298392335e-05,9.049035416171238e-06,2.9980212772350276e-12,1.7414795050253424e-06,5.19617680808663
1e-05,10,4,5.0000102983923346e-05,1.3144142172946449e-05,5.495033554634767e-12,2.354148790822736e-06,5.583394823553487
1e-05,10,5,6.0000102983923345e-05,1.7829738254044138e-05,9.089550879435575e-12,3.0248882032523965e-06,5.894346189225688
1e-05,10,6,7.000010298392334e-05,2.3046774727032058e-05,1.398047574659005e-11,3.7490474381932433e-06,6.14736812660836
1e-05,10,7,8.000010298392334e-05,2.8742107552721185e-05,2.036651174855584e-11,4.52292718164388e-06,6.354757969366013
1e-05,10,8,9.000010298392334e-05,3.4867907095841396e-05,2.844616377419813e-11,5.343494517880162e-06,6.525300433806752
1e-05,10,9,0.00010000010298392334,4.138112668464959e-05,3.841773820749325e-11,6.208204433975086e-06,6.665554771029472
1e-05,10,10,1.602139118598784e-05,3.8845153134783417e-05,2.3017872388770712e-10,1.3790011211551658e-05,3.0945882347412654
1e-05,10,11,-1.646857973188767e-05,3.331377984811631e-05,6.297464983600676e-10,2.4053739276188157e-05,1.4005985471990194
1e-05,10,12,3.574234175341261e-05,3.3556636038645934e-05,9.191752682221754e-10,2.919145676617092e-05,1.040082995343453
1e-05,10,13,-0.00010461297148004155,1.97396752867772e-05,1.247165264064705e-09,3.434667219555218e-05,0.4697778412187799
1e-05,10,14,2.2444242790885653e-05,2.001013203718804e-05,1.683456060407836e-09,4.011281104210172e-05,0.342118253611609
1e-05,10,15,0.00023705523087542616,4.1714641921011844e-05,1.959119127649728e-09,4.330478604869537e-05,0.6938021202391832
1e-05,10,16,9.214514275206784e-05,4.675769200411744e-05,2.3161868163186074e-09,4.731436594820485e-05,0.759429804548001
1e-05,10,17,-0.0001884401635404748,2.3237906449658227e-05,2.686713610992345e-09,5.0926076760132145e-05,0.322365779435226
1e-05,10,18,8.209386438954745e-06,2.1735054448587885e-05,2.9292292521614382e-09,5.3432527743650036e-05,0.39614472733219763
1e-05,10,19,-0.00012925291024773255,6.636257978955842e-06,3.1907270555543914e-09,5.577004812453512e-05,0.10531765291002734
1e-05,10,20,-0.000282598616245606,-2.228722944350033e-05,3.5240033182083174e-09,5.876773390874281e-05,-0.424485194648173
1e-05,10,21,-0.00016361865176002825,-3.642037167515312e-05,3.7246032154184286e-09,6.0378630911402335e-05,-0.610931631830596
1e-05,10,22,0.00013592844485397213,-1.9185490022240595e-05,3.9349514273796696e-09,6.213758342687102e-05,-0.37504192004553344
1e-05,10,23,0.0001506938567249102,-2.197555347525517e-06,4.292034165401795e-09,6.503166901164642e-05,-0.07129379250566428
1e-05,10,24,-0.0002528931717784351,-2.7267116990616472e-05,4.591186973783962e-09,6.734693005499077e-05,-0.45440856770462923
1e-05,10,25,0.0001333605286506147,-1.120435242649336e-05,4.938422899025456e-09,6.991049518629628e-05,-0.1677213545618305
1e-05,10,26,2.5843930161896694e-05,-7.49952416765435e-06,5.425636401437619e-09,7.333437928064881e-05,-0.09089397959706735
1e-05,10,27,-0.00024459140953905995,-3.120871270479492e-05,5.858345091363107e-09,7.627076890230137e-05,-0.3762714505259692
1e-05,10,28,-9.836016309610181e-05,-3.7923857743925606e-05,6.121881904328508e-09,7.8021077482254e-05,-0.45145572304402176
1e-05,10,29,-7.498260003435518e-06,-3.4881297969876604e-05,6.341694033333234e-09,7.943338050829692e-05,-0.4119340072582446
1e-05,10,30,-8.542458658181452e-05,-3.993562683107038e-05,6.615230264918442e-09,8.113561032358402e-05,-0.46818746779463316
1e-05,10,31,-0.0002439356791174195,-6.03356320597053e-05,6.901083727932785e-09,8.286963612362602e-05,-0.7016009169228902
1e-05,10,32,8.39032740188651e-05,-4.591174145184826e-05,7.20420625188334e-09,8.463460031996249e-05,-0.5227513829831315
1e-05,10,33,0.00018470979957929055,-2.2849587348734378e-05,7.61097644797553e-09,8.693622697592877e-05,-0.23209397907161192
1e-05,10,34,-0.00012344387164186298,-3.290901577804724e-05,7.956108019287087e-09,8.88710110089267e-05,-0.34099354761707973
1e-05,10,35,-0.00010055716992211133,-3.9673831192453635e-05,8.233527944444679e-09,9.043457340252579e-05,-0.41345616329607243
1e-05,10,36,6.596010778487339e-05,-2.9110437294720936e-05,8.697452176408189e-09,9.296319640599066e-05,-0.28733558941443194
1e-05,10,37,-0.00021164983559425834,-4.736437712467467e-05,8.985614618989582e-09,9.449901053533976e-05,-0.4694001404634711
1e-05,10,38,-0.00033300028251401215,-7.592796766360842e-05,9.42418046409601e-09,9.683644149431372e-05,-0.7663293255548124
1e-05,10,39,0.00010960300836853335,-5.7374870060394225e-05,9.667291310536734e-09,9.808069233250782e-05,-0.5750683283428449
1e-05,10,40,0.00022723593104748355,-2.891378994960646e-05,1.0030303947846486e-08,9.988935606083233e-05,-0.28106185128346606
1e-05,10,41,-9.67947228530265e-06,-2.6990358183176076e-05,1.028767200130064e-08,0.0001011759478243503,-0.2500046900166562
1e-05,10,42,1.0173334352730573e-05,-2.3273988929585417e-05,1.066252575550921e-08,0.00010297472220662833,-0.2091370359093776
1e-05,10,43,-5.8714054006531635e-05,-2.681799543728004e-05,1.0921768309099414e-08,0.00010425917815468475,-0.22751663594809296
1e-05,10,44,0.000120120811883697,-1.212411470518234e-05,1.1295754012689012e-08,0.00010600992362932464,-0.089906048045508
1e-05,10,45,0.0001600886972990838,5.097166495244267e-06,1.1486733385944835e-08,0.00010685859959475746,0.049411458888284965
1e-05,10,46,-5.587966688949966e-05,-1.0005168432301247e-06,1.1796330379578156e-08,0.00010830123271308,0.009548723993731204
1e-05,10,47,-0.00019008092719815134,-1.990855787872225e-05,1.2175485968447726e-08,0.0001099653134849022,-0.16724293994332787
1e-05,10,48,7.515327502579291e-05,-1.0402374588270727e-05,1.2396397016683242e-08,0.0001109322941393806,-0.07301124346229826
1e-05,10,49,-2.4046008270912533e-05,-1.1766737956534915e-05,1.2665686403131827e-08,0.00011216369704516408,-0.08025583796880043
0.01,1,0,0.0099999999087498,0.0009999999908749798,9.999999817499644e-08,0.00031623776313125337,3.1621776633296426
0.01,1,1,-0.00011698488771732518,0.0008883015030157493,1.0012024518242753e-07,0.0003164276969873312,2.8072506906608163
0.01,1,2,0.00018865217248639982,0.0008183365699628144,1.0032790318704715e-07,0.0003167554417315218,2.583403401618871
0.01,1,3,7.729545936608408e-05,0.0007442324589031412,1.0053003000333406e-07,0.0003170741497531777,2.346928665443621
0.01,1,4,6.124450215185452e-05,0.0006759336632280126,1.007216476952419e-07,0.0003173758620481766,2.129501256667086
0.01,1,5,0.0003198037688340865,0.00064032067378862,1.0099120405108909e-07,0.0003178000050258644,2.0146362366501194
0.01,1,6,2.610745936698936e-05,0.0005788993523464569,1.0125953086128659e-07,0.0003182219877873204,1.8192180223753895
0.01,1,7,-8.613788033210647e-05,0.0005123956290786006,1.0153021743889756e-07,0.0003186464283526424,1.608196974762484
0.01,1,8,0.0001567308604434325,0.00047682915221508386,1.0165293629887195e-07,0.0003188387958412662,1.4956149546933974
0.01,1,9,-0.0002716285977736869,0.00040198337721620686,1.018781913196378e-07,0.00031919152377252755,1.2595793371256414
0.01,1,10,-8.380068709375027e-05,0.0003534049707852111,1.0208038566597991e-07,0.0003195082950478241,1.106444234610934
0.01,1,11,0.00015970157263398482,0.0003340346309700885,1.024125914017049e-07,0.0003200266056637527,1.043972519314317
0.01,1,12,4.453421526070399e-05,0.00030508458939915005,1.0278584576673948e-07,0.00032061021936722413,0.9519910620229821
0.01,1,13,0.0001613874960370147,0.00029071488006293656,1.0303336136862843e-07,0.00032099522299674035,0.9062514678350826
0.01,1,14,-0.0001839407347682632,0.00024324931857981654,1.0321617717904415e-07,0.00032127877355673173,0.7577477095300049
0.01,1,15,-5.288090498320401e-05,0.00021363629622351448,1.0351418550749986e-07,0.0003217416878495609,0.6640637197342785
0.01,1,16,-0.00010410700886758436,0.00018186196571440462,1.0361241560952131e-07,0.0003218933626353105,0.5651149318610602
0.01,1,17,-2.4332852115295327e-05,0.00016124248393143464,1.0391802383970685e-07,0.00032236648800135887,0.5005171852123879
0.01,1,18,0.0001797210985223516,0.00016309034539052633,1.040708899662533e-07,0.0003226038397413149,0.5056971586089121
0.01,1,19,0.00026335842172257407,0.0001731171530237311,1.0435009661282988e-07,0.0003230350658912209,0.5358778184842958
0.01,1,20,-4.8491531606408844e-05,0.0001509562845607171,1.0448690671464594e-07,0.0003232469247707886,0.46732868033784597
0.01,1,21,-0.0003119432698915726,0.00010466632911548815,1.0492950771766603e-07,0.0003239300137563766,0.32371896397902783
0.01,1,22,2.0922339998192903e-06,9.440891960392127e-05,1.0498471383586567e-07,0.00032401515941571585,0.29194846686647596
0.01,1,23,-0.0002498139862329072,5.998662902023842e-05,1.0526054028726342e-07,0.00032444143071456045,0.18505847448891863
0.01,1,24,-0.00014539310861720384,3.944865525649421e-05,1.0544906046409834e-07,0.0003247304564903122,0.1218845902936656
0.01,1,25,9.316734013872227e-05,4.482052374471702e-05,1.055362815062493e-07,0.0003248636237896772,0.1381951936254276
0.01,1,26,-0.000148140999852831,2.552437138496222e-05,1.0574653376241849e-07,0.00032518835436116456,0.0787650847476119
0.01,1,27,0.0001942419606407557,4.239613031054157e-05,1.0611291411060167e-07,0.00032575081942717756,0.1304924485587774
0.01,1,28,-7.602674545644617e-05,3.0553842733842796e-05,1.0633631463594342e-07,0.00032609336397000546,0.09407293909964101
0.01,1,29,4.193457180168129e-05,3.1691915640626646e-05,1.0654017839951181e-07,0.00032640504993226214,0.09684890704953969
0.01,1,30,-0.00011770660986796737,1.6752063089767248e-05,1.0673578669358171e-07,0.00032670546319708577,0.05084616437001946
0.01,1,31,-8.314948140114541e-05,6.761908640675983e-06,1.069938655256344e-07,0.00032710125624232206,0.020350210557271646
0.01,1,32,-0.00014645788735609977,-8.560070959001593e-06,1.0724761332297862e-07,0.0003274874454415795,-0.026723297111564695
0.01,1,33,0.00012025475722118794,4.321411859017353e-06,1.0731822160218415e-07,0.00032759536214191023,0.012993328942010739
0.01,1,34,3.991707072725507e-06,4.2884413803881716e-06,1.0759460831401547e-07,0.0003280171261131556,0.012456428932432415
0.01,1,35,0.00024170164131439572,2.8029761373788925e-05,1.0787317768025376e-07,0.0003284412598930788,0.08522586273281302
0.01,1,36,7.59094738282151e-05,3.281773261923154e-05,1.080768782170532e-07,0.00032875052816745904,0.09988948777736865
